date,storeId,productId,productName,category,unitsSold
2026-04-17,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,25
2026-04-17,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,15
2026-04-17,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,30
2026-04-17,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,28
2026-04-18,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,53
2026-04-18,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,44
2026-04-18,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,35
2026-04-18,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,47
2026-04-18,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,27
2026-04-18,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,23
2026-04-18,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,35
2026-04-18,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,36
2026-04-18,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,53
2026-04-18,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,39
2026-04-18,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,30
2026-04-18,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,42
2026-04-18,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,31
2026-04-18,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,22
2026-04-18,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,34
2026-04-18,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,31
2026-04-19,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,49
2026-04-19,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,45
2026-04-19,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,27
2026-04-19,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,52
2026-04-19,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,34
2026-04-19,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,27
2026-04-19,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,34
2026-04-19,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,38
2026-04-19,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,50
2026-04-19,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,42
2026-04-19,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,37
2026-04-19,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,44
2026-04-19,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,36
2026-04-19,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,25
2026-04-19,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,37
2026-04-19,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,41
2026-04-20,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,36
2026-04-20,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,36
2026-04-20,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,24
2026-04-20,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,31
2026-04-20,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,26
2026-04-20,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,23
2026-04-20,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,29
2026-04-20,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,22
2026-04-20,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,36
2026-04-20,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,30
2026-04-20,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,22
2026-04-20,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,35
2026-04-20,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,25
2026-04-20,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,16
2026-04-20,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,29
2026-04-20,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,28
2026-04-21,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,40
2026-04-21,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,34
2026-04-21,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,24
2026-04-21,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,34
2026-04-21,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,24
2026-04-21,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,15
2026-04-21,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,29
2026-04-21,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,27
2026-04-21,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,39
2026-04-21,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,27
2026-04-21,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,19
2026-04-21,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,36
2026-04-21,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,24
2026-04-21,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,22
2026-04-21,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,27
2026-04-21,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,26
2026-04-22,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,41
2026-04-22,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,29
2026-04-22,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,22
2026-04-22,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,31
2026-04-22,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,23
2026-04-22,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,19
2026-04-22,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,28
2026-04-22,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,25
2026-04-22,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,42
2026-04-22,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,28
2026-04-22,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,21
2026-04-22,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,31
2026-04-22,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,28
2026-04-22,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,20
2026-04-22,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,30
2026-04-22,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,22
2026-04-23,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,39
2026-04-23,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,33
2026-04-23,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,22
2026-04-23,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,36
2026-04-23,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,22
2026-04-23,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,24
2026-04-23,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,34
2026-04-23,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,25
2026-04-23,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,37
2026-04-23,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,35
2026-04-23,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,27
2026-04-23,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,31
2026-04-23,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,23
2026-04-23,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,19
2026-04-23,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,23
2026-04-23,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,23
2026-04-24,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,35
2026-04-24,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,28
2026-04-24,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,22
2026-04-24,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,33
2026-04-24,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,29
2026-04-24,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,17
2026-04-24,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,30
2026-04-24,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,26
2026-04-24,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,38
2026-04-24,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,33
2026-04-24,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,18
2026-04-24,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,34
2026-04-24,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,25
2026-04-24,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,21
2026-04-24,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,28
2026-04-24,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,34
2026-04-25,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,50
2026-04-25,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,40
2026-04-25,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,28
2026-04-25,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,43
2026-04-25,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,31
2026-04-25,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,30
2026-04-25,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,41
2026-04-25,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,34
2026-04-25,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,49
2026-04-25,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,43
2026-04-25,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,28
2026-04-25,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,46
2026-04-25,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,33
2026-04-25,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,22
2026-04-25,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,41
2026-04-25,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,41
2026-04-26,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,50
2026-04-26,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,40
2026-04-26,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,30
2026-04-26,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,45
2026-04-26,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,34
2026-04-26,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,33
2026-04-26,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,36
2026-04-26,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,33
2026-04-26,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,47
2026-04-26,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,39
2026-04-26,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,29
2026-04-26,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,50
2026-04-26,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,31
2026-04-26,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,27
2026-04-26,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,37
2026-04-26,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,39
2026-04-27,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,46
2026-04-27,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,29
2026-04-27,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,20
2026-04-27,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,36
2026-04-27,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,26
2026-04-27,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,25
2026-04-27,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,29
2026-04-27,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,25
2026-04-27,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,40
2026-04-27,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,34
2026-04-27,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,24
2026-04-27,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,34
2026-04-27,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,27
2026-04-27,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,23
2026-04-27,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,31
2026-04-27,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,28
2026-04-28,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,38
2026-04-28,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,31
2026-04-28,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,25
2026-04-28,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,30
2026-04-28,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,25
2026-04-28,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,18
2026-04-28,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,27
2026-04-28,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,30
2026-04-28,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,39
2026-04-28,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,31
2026-04-28,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,18
2026-04-28,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,35
2026-04-28,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,26
2026-04-28,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,26
2026-04-28,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,26
2026-04-28,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,27
2026-04-29,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,39
2026-04-29,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,35
2026-04-29,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,21
2026-04-29,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,34
2026-04-29,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,26
2026-04-29,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,20
2026-04-29,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,26
2026-04-29,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,27
2026-04-29,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,41
2026-04-29,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,27
2026-04-29,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,22
2026-04-29,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,31
2026-04-29,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,28
2026-04-29,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,15
2026-04-29,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,26
2026-04-29,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,27
2026-04-30,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,43
2026-04-30,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,30
2026-04-30,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,20
2026-04-30,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,38
2026-04-30,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,20
2026-04-30,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,13
2026-04-30,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,29
2026-04-30,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,25
2026-04-30,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,35
2026-04-30,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,33
2026-04-30,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,22
2026-04-30,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,31
2026-04-30,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,20
2026-04-30,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,22
2026-04-30,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,29
2026-04-30,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,26
2026-05-01,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,44
2026-05-01,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,27
2026-05-01,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,17
2026-05-01,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,31
2026-05-01,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,24
2026-05-01,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,20
2026-05-01,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,26
2026-05-01,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,27
2026-05-01,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,34
2026-05-01,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,35
2026-05-01,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,21
2026-05-01,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,36
2026-05-01,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,25
2026-05-01,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,21
2026-05-01,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,29
2026-05-01,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,27
2026-05-02,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,53
2026-05-02,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,45
2026-05-02,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,30
2026-05-02,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,46
2026-05-02,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,32
2026-05-02,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,31
2026-05-02,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,35
2026-05-02,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,41
2026-05-02,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,51
2026-05-02,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,37
2026-05-02,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,30
2026-05-02,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,42
2026-05-02,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,35
2026-05-02,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,24
2026-05-02,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,35
2026-05-02,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,30
2026-05-03,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,50
2026-05-03,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,34
2026-05-03,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,25
2026-05-03,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,46
2026-05-03,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,35
2026-05-03,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,28
2026-05-03,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,34
2026-05-03,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,35
2026-05-03,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,51
2026-05-03,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,38
2026-05-03,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,34
2026-05-03,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,47
2026-05-03,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,32
2026-05-03,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,26
2026-05-03,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,37
2026-05-03,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,29
2026-05-04,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,37
2026-05-04,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,28
2026-05-04,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,19
2026-05-04,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,32
2026-05-04,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,29
2026-05-04,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,21
2026-05-04,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,25
2026-05-04,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,28
2026-05-04,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,42
2026-05-04,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,33
2026-05-04,store_bakerydelight_02,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,22
2026-05-04,store_bakerydelight_02,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,31
2026-05-04,store_bakerydelight_02,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,26
2026-05-04,store_bakerydelight_02,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,21
2026-05-04,store_bakerydelight_02,prod_rice_01,Basmati Rice (1kg),PANTRY,30
2026-05-04,store_bakerydelight_02,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,28
2026-05-05,store_freshmart_01,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,41
2026-05-05,store_freshmart_01,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,29
2026-05-05,store_freshmart_01,prod_croissant_01,Butter Croissants 4-Pack,BAKERY,26
2026-05-05,store_freshmart_01,prod_tomatoes_01,Organic Roma Tomatoes (1kg),PRODUCE,33
2026-05-05,store_freshmart_01,prod_chicken_01,Fresh Chicken Breast (500g),MEAT,30
2026-05-05,store_freshmart_01,prod_yogurt_01,Greek Style Yogurt (500g),DAIRY,17
2026-05-05,store_freshmart_01,prod_rice_01,Basmati Rice (1kg),PANTRY,32
2026-05-05,store_freshmart_01,prod_apples_01,Royal Gala Apples (1kg),PRODUCE,27
2026-05-05,store_bakerydelight_02,prod_milk_01,Fresh Organic Whole Milk (1L),DAIRY,36
2026-05-05,store_bakerydelight_02,prod_bread_01,Artisan Whole Wheat Bread,BAKERY,29
